,Date_added,GRE_Q,GRE_V,GRE_W,GRE_sub,ST,Undergrad_GPA,admission_date,admission_status,admission_via,degree,institution,notes,program,season
2181,9 Feb 2019,,,,,U,,8 Feb 2019,Accepted,E-mail,PhD,University Of Washington,No interview,Statistics,F19
2182,9 Feb 2019,,,,,O,,9 Feb 2019,Other,Other,PhD,Umich,To the person who received an offer from Umich: Congrats! Are you an international student? Have you received an interview from Dept. of Stat?,Statistics PhD,F19
2183,8 Feb 2019,0.0,0.0,0.0,910.0,,,9 Feb 2019,Accepted,E-mail,PhD,University Of Michigan,formal official letter will come in a few days,Statistics,F19
2184,8 Feb 2019,,,,,I,,9 Feb 2019,Other,Other,PhD,"University Of California, Berkeley",To the person who received offer from Berkeley statistics: congratulations! Is this an official notification from graduate school?,Statistics,F19
2185,8 Feb 2019,,,,,U,,8 Feb 2019,Accepted,E-mail,PhD,Rutgers University - New Brunswick,Waiting for other better programs,Statistics,F19
2186,8 Feb 2019,,,,,I,,4 Feb 2019,Accepted,E-mail,Masters,University Of Ottawa,,Statistics,F19
2187,8 Feb 2019,169.0,161.0,4.0,760.0,U,3.9,8 Feb 2019,Accepted,E-mail,PhD,"University Of California, Berkeley",,Statistics,F19
2188,8 Feb 2019,159.0,155.0,3.0,,A,3.57,8 Feb 2019,Rejected,Website,PhD,North Carolina State University (NCSU),,Statistics,F19
2189,8 Feb 2019,,,,,U,,31 Jan 2019,Accepted,E-mail,Masters,Yale University,,Statistics,F19
2190,8 Feb 2019,,,,,U,,5 Feb 2019,Accepted,E-mail,PhD,University Of Pittsburgh,,Statistics,F19
2191,8 Feb 2019,170.0,153.0,3.0,92.0,I,,7 Feb 2019,Accepted,E-mail,PhD,University Of Illinois,I got an interview on Jan 31st and saw the offer today when checking the mail box.,Statistics,F19
2192,8 Feb 2019,167.0,170.0,5.5,,A,3.63,7 Feb 2019,Accepted,E-mail,PhD,"University Of Californa, Los Angeles (UCLA)",,Statistics,F19
2193,8 Feb 2019,153.0,170.0,3.5,880.0,I,3.75,8 Feb 2019,Accepted,E-mail,PhD,Washington University in St. Louis (WashU/WUSTL),B.S. from China.,Statistics,F19
2194,8 Feb 2019,170.0,170.0,5.0,880.0,I,3.92,7 Feb 2019,Rejected,E-mail,PhD,Stanford University,Not surprised. I did not have any published papers or extraordinary research experience.,Statistics,F19
2195,8 Feb 2019,170.0,170.0,5.0,880.0,I,3.92,8 Feb 2019,Accepted,E-mail,PhD,University Of Illinois Urbana-Champaign (UIUC),Had a skype interview about 4 days ago.,Statistics,F19
2196,8 Feb 2019,164.0,165.0,5.0,,A,3.9,3 Feb 2019,Interview,E-mail,PhD,Virginia Tech,,Statistics,F19
2197,7 Feb 2019,,,,,I,,7 Feb 2019,Accepted,E-mail,PhD,Virginia Tech,,Statistics,F19
2198,7 Feb 2019,,,,,I,,7 Feb 2019,Accepted,E-mail,PhD,University Of Illinois (UIUC),Interview about a week ago,Statistics,F19
2199,7 Feb 2019,,,,,O,,7 Feb 2019,Accepted,E-mail,PhD,Washington University in St. Louis (WashU/WUSTL),,Statistics,F19
2200,7 Feb 2019,170.0,155.0,3.0,880.0,I,,6 Feb 2019,Rejected,E-mail,PhD,Stanford University,,Statistics,F19
2201,7 Feb 2019,156.0,158.0,4.5,,A,3.53,5 Feb 2019,Accepted,E-mail,Masters,"University Of California, Irvine",,Statistics,F19
2202,7 Feb 2019,154.0,170.0,4.0,,I,3.7,8 Feb 2019,Accepted,E-mail,PhD,University Of Illinois,Interviewed about one week ago.,Statistics,F19
2203,7 Feb 2019,161.0,166.0,4.0,,A,,8 Feb 2019,Accepted,E-mail,PhD,George Mason University,,Statistics,F19
2204,7 Feb 2019,170.0,154.0,3.0,,I,3.97,8 Feb 2019,Accepted,E-mail,PhD,University Of Florida,TA + a tuition waiver + TA in summer + free health insurance,Statistics,F19
2205,7 Feb 2019,,,,,O,,8 Feb 2019,Other,Other,PhD,University Of Illinois,"To the UIC statistics posters below, were you interviewed before admission?",Statistics,F19
2206,7 Feb 2019,,,,,U,,7 Feb 2019,Accepted,E-mail,PhD,University Of Illinois (UIUC),,Statistics,F19
2207,7 Feb 2019,,,,,I,,7 Feb 2019,Accepted,E-mail,PhD,University Of Illinois Urbana-Champaign,,Statistics,F19
2208,7 Feb 2019,,,,,I,,5 Feb 2019,Accepted,E-mail,PhD,Stanford University,,Statistics,F19
2209,7 Feb 2019,170.0,165.0,4.5,99.0,I,,5 Feb 2019,Accepted,E-mail,PhD,Stanford University,,Statistics,F19
2210,6 Feb 2019,,,,,I,,6 Feb 2019,Accepted,E-mail,PhD,University Of Illinois Urbana-Champaign(UIUC),,Statistics,F19
2211,6 Feb 2019,,,,,I,,7 Feb 2019,Rejected,E-mail,PhD,Stanford University,Expected.,Statistics,F19
2212,6 Feb 2019,169.0,161.0,4.0,760.0,U,3.9,6 Feb 2019,Wait listed,E-mail,PhD,Stanford University,,Statistics,F19
2213,6 Feb 2019,166.0,170.0,4.5,,A,3.78,6 Feb 2019,Accepted,E-mail,PhD,Rutgers University - New Brunswick,,Statistics,F19
2214,6 Feb 2019,,,,,I,,6 Feb 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2215,6 Feb 2019,,,,,A,,6 Feb 2019,Rejected,E-mail,PhD,Stanford University,Not surprised (given my math subject test score) and not disappointed (given it was not my top choice school),Statistics,F19
2216,6 Feb 2019,,,,,I,,6 Feb 2019,Rejected,E-mail,PhD,Stanford University,,Statistics,F19
2217,6 Feb 2019,170.0,161.0,4.0,,U,3.88,6 Feb 2019,Rejected,E-mail,PhD,Stanford University,,Statistics,F19
2218,6 Feb 2019,,,,,U,,6 Feb 2019,Rejected,E-mail,PhD,Stanford University,"Expected, so not so disappointed.",Statistics,F19
2219,6 Feb 2019,,,,,A,,6 Feb 2019,Rejected,E-mail,PhD,Stanford University,,Statistics,F19
2220,6 Feb 2019,,,,,A,,5 Feb 2019,Accepted,E-mail,PhD,"University Of California, Berkeley",,Statistics,F19
2221,6 Feb 2019,170.0,153.0,3.0,92.0,I,,4 Feb 2019,Accepted,E-mail,PhD,University Of Pittsburgh,,Statistics,F19
2222,6 Feb 2019,,,,,I,,5 Feb 2019,Accepted,E-mail,PhD,Stanford University,,Statistics,F19
2223,6 Feb 2019,166.0,170.0,4.5,,A,3.78,5 Feb 2019,Accepted,E-mail,PhD,University Of Pittsburgh,,Statistics,F19
2224,6 Feb 2019,170.0,162.0,4.0,800.0,O,3.98,6 Feb 2019,Accepted,E-mail,PhD,Stanford University,"US citizen living & studying abroad. 
Super stoked ;)",Statistics,F19
2225,5 Feb 2019,,,,,O,,5 Feb 2019,Accepted,E-mail,Masters,University Of Manitoba,,Statistics,F19
2226,5 Feb 2019,,,,,I,,5 Feb 2019,Accepted,E-mail,PhD,Stanford University,,Statistics,F19
2227,5 Feb 2019,,,,,I,,6 Feb 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),"An email telling me that I am in the waitlist, the length of which is unknowable.",Statistics,F19
2228,5 Feb 2019,,,,,O,,6 Feb 2019,Other,Other,PhD,NCSU (North Carolina State University),"To those who received an e-mail, did they mention that you are on the waitlist? They sent me an e-mail today, but, they just said mine is still on the process of review.",Statistics,F19
2229,5 Feb 2019,168.0,170.0,5.0,,U,4.0,5 Feb 2019,Accepted,E-mail,PhD,Stanford University,very excited,Statistics,F19
2230,5 Feb 2019,,,,,A,,6 Feb 2019,Accepted,E-mail,PhD,Stanford University,ecstatic - unreal,Statistics,F19
2231,5 Feb 2019,,,,,I,,6 Feb 2019,Accepted,E-mail,PhD,Stanford University,:^),Statistics,F19
2232,5 Feb 2019,,,,,I,,5 Feb 2019,Rejected,E-mail,PhD,NC State University (NCSU),,Statistics,F19
2233,5 Feb 2019,,,,,I,,5 Feb 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2234,5 Feb 2019,,,,,U,,5 Feb 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2235,5 Feb 2019,,,,,U,,5 Feb 2019,Rejected,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2236,5 Feb 2019,,,,,U,,5 Feb 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2237,5 Feb 2019,,,,,U,,5 Feb 2019,Wait listed,E-mail,PhD,North Carolina State University,,Statistics,F19
2238,5 Feb 2019,,,,,U,,5 Feb 2019,Rejected,E-mail,PhD,North Carolina State University,,Statistics,F19
2239,5 Feb 2019,,,,,U,,5 Feb 2019,Rejected,Website,PhD,NCSU North Carolina State University,Admitted to a better school anyways but bummed.,Statistics,F19
2240,5 Feb 2019,,,,,I,,5 Feb 2019,Accepted,E-mail,Masters,Michigan Technological University,,Applied Statistics,F19
2241,5 Feb 2019,170.0,161.0,3.5,,I,3.9,1 Feb 2019,Interview,E-mail,PhD,University Of Illinois,That's Urbana-Champaign.,Statistics,F19
2242,5 Feb 2019,,,,,,,5 Feb 2019,Other,Other,PhD,Purdue University - West Lafayette,Anyone heard the news from Purdue?,Statistics,F19
2243,5 Feb 2019,,,,,U,,5 Feb 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2244,5 Feb 2019,,,,,I,,31 Jan 2019,Interview,E-mail,PhD,University Of Illinois(UIUC),,Statistics,F19
2245,5 Feb 2019,,,,,I,,5 Feb 2019,Accepted,E-mail,PhD,University Of Chicago,"No interview. email telling me my status has changed. Two masters degrees - one in pure maths, one in comp sci, first class honours in statistics (Aus), 2 papers (journal), 2 years research experience, 2 years industry experience (machine learning analyst)",Statistics,F19
2246,5 Feb 2019,,,,,I,,27 Jan 2019,Interview,E-mail,PhD,University Of Illinois,,Statistics,F19
2247,5 Feb 2019,,,,,I,,1 Feb 2019,Interview,E-mail,PhD,Yale University,,Statistics,F19
2248,5 Feb 2019,,,,,U,,1 Feb 2019,Accepted,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2249,4 Feb 2019,169.0,161.0,4.0,760.0,U,3.9,4 Feb 2019,Accepted,Website,PhD,University Of Chicago,,Statistics,F19
2250,4 Feb 2019,170.0,170.0,5.0,780.0,A,3.96,4 Feb 2019,Accepted,E-mail,PhD,University Of Chicago,,Statistics,F19
2251,4 Feb 2019,,,,,U,,31 Jan 2019,Interview,E-mail,PhD,"University Of Californa, Los Angeles (UCLA)",ML,Statistics,F19
2252,4 Feb 2019,,,,,I,,20 Jan 2019,Accepted,E-mail,Masters,Central Michigan University,"Confirmed admission, but assistance decision is still pending",Applied Statistics & Analytics,F19
2253,3 Feb 2019,170.0,157.0,0.0,,I,3.85,2 Feb 2019,Interview,E-mail,PhD,University Of Toronto,,Statistics,F19
2254,3 Feb 2019,170.0,168.0,5.0,,A,4.0,3 Feb 2019,Interview,E-mail,PhD,Rice University,,Statistics,F19
2255,2 Feb 2019,,,,,I,,1 Feb 2019,Interview,E-mail,PhD,Yale University,,Statistics,F19
2256,1 Feb 2019,170.0,168.0,5.5,,A,3.8,1 Feb 2019,Accepted,E-mail,PhD,Ohio State University,"I applied on Dec 30 or so, so we'll see how funding goes.  --Roadrunner",Statistics,F19
2257,1 Feb 2019,166.0,162.0,4.5,500.0,A,3.86,1 Feb 2019,Accepted,E-mail,PhD,University Of Maryland College Park,,Applied Mathematics/ Statistics And Scientific Computing (AMSC),F19
2258,1 Feb 2019,170.0,161.0,3.5,,I,3.9,30 Jan 2019,Rejected,Website,PhD,NCSU (North Carolina State University),,Statistics,F19
2259,31 Jan 2019,155.0,157.0,4.0,,A,3.86,1 Feb 2019,Rejected,Website,Masters,Baylor University,Veteran,Statistics,F19
2260,31 Jan 2019,167.0,161.0,4.0,,A,3.35,31 Jan 2019,Accepted,E-mail,Masters,Yale University,Part-time program. Letters of rec from former colleagues and managers,Statistics,F19
2261,31 Jan 2019,157.0,155.0,4.0,,A,3.61,31 Jan 2019,Accepted,E-mail,Masters,North Carolina State University (NCSU),,Statistics,F19
2262,31 Jan 2019,162.0,149.0,3.5,,U,3.32,31 Jan 2019,Rejected,E-mail,PhD,Baylor University,Not surprised since both my undergrad and graduate degrees are not statistics....Congrats on others who have been admitted,Statistics,F19
2263,31 Jan 2019,169.0,161.0,4.0,,A,3.5,31 Jan 2019,Accepted,E-mail,Masters,NCSU (North Carolina State University),,Statistics,F19
2264,31 Jan 2019,157.0,155.0,4.0,,A,3.61,30 Jan 2019,Rejected,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2265,30 Jan 2019,170.0,156.0,3.5,,U,3.8,28 Jan 2019,Accepted,Postal Service,PhD,Duke University,,Statistics,F19
2266,30 Jan 2019,170.0,156.0,3.5,,U,3.8,25 Jan 2019,Accepted,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2267,30 Jan 2019,167.0,159.0,5.5,,A,3.7,30 Jan 2019,Accepted,E-mail,Masters,University Of Kentucky,23k stipend,Statistics,F19
2268,30 Jan 2019,,,,,U,,30 Jan 2019,Wait listed,E-mail,PhD,"University Of California, Irvine",,Statistics,F19
2269,30 Jan 2019,168.0,167.0,5.0,,A,4.0,30 Jan 2019,Wait listed,E-mail,PhD,NC State University (NCSU),,Statistics,F19
2270,30 Jan 2019,168.0,170.0,5.5,,A,3.8,30 Jan 2019,Wait listed,E-mail,PhD,NCSU (North Carolina State University),Waitlist is unranked.  I thought this would be my best chance at getting into a really strong program -- come March or April we'll see how accurate that thought was. -- Roadrunner,Statistics,F19
2271,30 Jan 2019,,,,,A,,30 Jan 2019,Rejected,E-mail,PhD,NCSU (North Carolina State University) (NC State),,Statistics,F19
2272,30 Jan 2019,,,,,,,30 Jan 2019,Rejected,E-mail,PhD,NC State University (NCSU),web status,Statistics,F19
2273,30 Jan 2019,,,,,U,,30 Jan 2019,Rejected,Website,PhD,North Carolina State University,,Statistics,F19
2274,30 Jan 2019,,,,,I,,30 Jan 2019,Rejected,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2275,30 Jan 2019,167.0,161.0,4.0,,U,,30 Jan 2019,Rejected,E-mail,PhD,NCSU (North Carolina State University),,Statistics,F19
2276,30 Jan 2019,,,,,I,,30 Jan 2019,Accepted,E-mail,PhD,University Of Chicago,,Statistics,F19
2277,29 Jan 2019,170.0,152.0,3.5,,I,3.9,30 Jan 2019,Accepted,E-mail,PhD,University Of Florida,,Statistics,F19
2278,29 Jan 2019,166.0,159.0,3.5,,U,3.4,30 Jan 2019,Accepted,E-mail,PhD,University Of Illinois,no interview,Statistics,F19
2279,29 Jan 2019,168.0,167.0,4.0,,A,3.91,29 Jan 2019,Accepted,E-mail,PhD,"University Of California, Irvine","Unofficial acceptance via email, formal offer incoming. This comes about a week after skype interview.",Statistics,F19
2280,29 Jan 2019,,,,,U,,29 Jan 2019,Accepted,E-mail,PhD,"University Of California, Riverside",,Statistics,F19
2281,29 Jan 2019,167.0,159.0,4.0,,I,3.92,29 Jan 2019,Accepted,E-mail,PhD,Carnegie Mellon University,,Statistics,F19
2282,29 Jan 2019,,,,,,,29 Jan 2019,Accepted,E-mail,PhD,UC RIVERSIDE,Accepted with fellowship,Statistics,F19
2283,29 Jan 2019,,,,,I,,29 Jan 2019,Accepted,Other,PhD,Texas A&M University,Unofficial; talked to a prof. Heard that the process of sending out notifications is a bit slow.,Statistics,F19
2284,28 Jan 2019,168.0,163.0,4.5,,U,3.97,28 Jan 2019,Accepted,E-mail,PhD,University Of Texas At Austin,First offer! 150 applications in total! Good luck to everyone!,Statistics,F19
2285,28 Jan 2019,161.0,163.0,4.5,,U,3.8,29 Jan 2019,Accepted,E-mail,PhD,Texas A&M University,,Statistics,F19
2286,28 Jan 2019,167.0,159.0,4.0,,I,3.2,29 Jan 2019,Accepted,E-mail,PhD,University Of Florida,,Statistics,F19
2287,28 Jan 2019,164.0,165.0,5.0,,A,3.9,28 Jan 2019,Accepted,Website,PhD,Duke University,Tuition/fees/health insurance plus 9-month stipend and summer fellowship; no interview,Statistics,F19
2288,28 Jan 2019,,,,,U,,28 Jan 2019,Rejected,Website,PhD,New York University GSAS (NYU),,Statistics,F19
2289,28 Jan 2019,,,,,A,,28 Jan 2019,Accepted,E-mail,PhD,Colorado State University,Accepted with TA,Statistics,F19
2290,28 Jan 2019,167.0,165.0,4.0,,I,3.97,28 Jan 2019,Accepted,E-mail,PhD,Duke University,24k stipend + 5k Summer Research Fellowship stipend. Probably TA during first year.,Statistics,F19
2291,28 Jan 2019,168.0,162.0,5.0,,,3.88,28 Jan 2019,Accepted,Website,PhD,Duke University,,Statistics,F19
2292,28 Jan 2019,167.0,169.0,5.0,,A,3.95,28 Jan 2019,Accepted,E-mail,PhD,University Of Texas At Austin,,Statistics,F19
2293,28 Jan 2019,170.0,165.0,4.0,,U,4.0,28 Jan 2019,Interview,Postal Service,PhD,Duke University,Got an interview from POI.,Statistics,F19
2294,28 Jan 2019,,,,,U,,28 Jan 2019,Accepted,E-mail,PhD,University Of Iowa,Unofficial email from the department,Statistics,F19
2295,28 Jan 2019,,,,,U,,28 Jan 2019,Accepted,E-mail,PhD,University Of Iowa,Undergrad also at UI STAT,Statistics,F19
2296,28 Jan 2019,166.0,159.0,3.5,,I,3.97,28 Jan 2019,Accepted,E-mail,PhD,Columbia University,One Journal paper in annals of statistics. Two summer research internships. Strong letter of rec. *excited*,Statistics,F19
2297,26 Jan 2019,,,,,A,,26 Jan 2019,Accepted,E-mail,PhD,UNC Chapel Hill,,Statistics,F19
2298,26 Jan 2019,166.0,148.0,0.0,,U,3.5,26 Jan 2019,Accepted,E-mail,PhD,University Of Florida,,Statistics,F19
2299,26 Jan 2019,170.0,157.0,0.0,,U,3.3,25 Jan 2019,Accepted,E-mail,PhD,Duke University,,Statistics,F19
2300,25 Jan 2019,168.0,158.0,5.5,,A,3.43,8 Jan 2019,Accepted,E-mail,PhD,University Of Illinois,"Very early decision, but I had been accepted in 2017/2018 as well so that may have played a role.",Statistics,F19
2301,24 Jan 2019,168.0,167.0,5.0,,A,4.0,24 Jan 2019,Accepted,E-mail,PhD,University Of Florida,,Statistics,F19
2302,24 Jan 2019,168.0,167.0,5.0,,A,4.0,23 Jan 2019,Accepted,E-mail,PhD,Texas A&M University,,Statistics,F19
2303,24 Jan 2019,166.0,162.0,5.0,,A,3.95,7 Jan 2019,Accepted,E-mail,PhD,Arizona State University,"I was admitted in early January, but no word on funding yet.  I was told the first round of funding offers was sent out this week.",Statistics,F19
2304,24 Jan 2019,,,,,U,,8 Jan 2019,Accepted,E-mail,PhD,Arizona State University,"acceptance, no words on funding",Statistics,F19
2305,24 Jan 2019,168.0,167.0,4.0,,A,3.91,24 Jan 2019,Accepted,E-mail,PhD,University Of Florida,"Unofficial acceptance via email, but also making sure I'm still interested in joining the program",Statistics,F19
2306,24 Jan 2019,,,,,U,,23 Jan 2019,Accepted,Other,PhD,Texas A&M University - College Station (TAMU),TAMU current master student. Talked in person and got an offer.,Statistics,F19
2307,24 Jan 2019,170.0,154.0,3.0,,I,3.97,24 Jan 2019,Accepted,E-mail,PhD,University Of Georgia,Unofficial letter without financial support.,Statistics,F19
2308,24 Jan 2019,,,,,O,,24 Jan 2019,Other,Other,PhD,Chicago Booth School Of Business,Anyone receive an interview for this program yet? Getting anxious...,Econometrics And Statistics,F19
2309,23 Jan 2019,,,,,A,,22 Jan 2019,Accepted,E-mail,PhD,Texas A&M University,Unofficial acceptance from the department with funding,Statistics,F19
2310,23 Jan 2019,,,,,I,,23 Jan 2019,Other,Website,Masters,Eidgenössische Technische Hochschule Zürich (ETH Zurich),The withdraw button on the eApply page disappeared.,Statistics MSc,F19
2311,23 Jan 2019,,,,,I,,7 Jan 2019,Accepted,E-mail,Masters,University Of Waterloo,"Canadian student. Two research assistantships in statistics, one in CS.",Statistics,F19
2312,22 Jan 2019,,,,,I,,23 Jan 2019,Accepted,E-mail,PhD,University Of Georgia,Official letter will come soon.,Statistics,F19
2313,21 Jan 2019,,,,,U,,19 Jan 2019,Interview,E-mail,PhD,"University Of California, Irvine",,Statistics,F19
2314,20 Jan 2019,166.0,170.0,4.5,,,3.78,20 Jan 2019,Accepted,E-mail,PhD,University Of North Carolina Chapel Hill (UNC),,Statistics,F19
2315,20 Jan 2019,,,,,I,,20 Jan 2019,Accepted,E-mail,PhD,University Of North Carolina Chapel Hill (UNC),,Statistics And Operations Research PhD,F19
2316,18 Jan 2019,162.0,149.0,3.5,,U,3.32,19 Jan 2019,Other,E-mail,Masters,Southern Methodist University,Received an email from the director of the Master of Applied Statistics and Data Analytics directly. Official letter will be sent next Monday. My first admission and so glad for it,Applied Statistics And Data Analytics,F19
2317,16 Jan 2019,167.0,162.0,3.5,,U,3.71,16 Jan 2019,Accepted,E-mail,Masters,Montana State University,GPA is Masters GPA. This will be my second Masters (first/current Masters is in Geophysics). Application deadline was 12/15. Received email on 01/16 to check website. Funding information not available yet. This is my safety school.,Statistics,F19
2318,16 Jan 2019,168.0,167.0,4.0,,A,3.91,17 Jan 2019,Interview,E-mail,PhD,"University Of California, Irvine",,Statistics,F19
2319,16 Jan 2019,,,,,A,,3 Jan 2019,Accepted,E-mail,PhD,Ohio State University,in the University Fellowship pool,Statistics,F19
2320,16 Jan 2019,168.0,153.0,3.0,,I,3.8,16 Jan 2019,Accepted,E-mail,Masters,Bowling Green State University,"First AD. I received an email from graduate school told me that I was admitted. I went to the online application system and answered "" yes"" to show that I am still interested in BGSU. It also says this is not a binding commitment to attend. I am still waiting for other application results. Also, I do not have any Funding news from BGSU. Does anyone have a similar situation to my admission?",Applied Statistics,F19
